listing_url,name,ratings,bedroom,bed,bathroom
https://www.airbnb.com/rooms/40768542,Rental unit in 杉並区 ,4.84,,7,
https://www.airbnb.com/rooms/42747073,Rental unit in Shibuya-Ku ,4.84,,7,
https://www.airbnb.com/rooms/820940194553028622,Rental unit in Kita City ,4.84,,7,
https://www.airbnb.com/rooms/18691692,Home in Taitō-ku ,4.85,,7,
https://www.airbnb.com/rooms/21888367,Rental unit in Taitō-ku ,4.85,,7,
https://www.airbnb.com/rooms/40643084,Home in Sumida City ,4.85,,7,
https://www.airbnb.com/rooms/46357057,Home in Shinjuku City ,4.85,,7,
https://www.airbnb.com/rooms/45487399,Home in Taito City ,4.86,,7,
https://www.airbnb.com/rooms/48320052,Home in Edogawa City ,4.86,,7,
https://www.airbnb.com/rooms/981697497357182821,Rental unit in Shinjuku City ,4.86,,7,
https://www.airbnb.com/rooms/23227269,Home in Toshima ,4.87,,7,
https://www.airbnb.com/rooms/39877197,Home in Sumida City ,4.87,,7,
https://www.airbnb.com/rooms/45182854,Rental unit in Toshima City ,4.87,,7,
https://www.airbnb.com/rooms/49054522,Home in Nakano City ,4.87,,7,
https://www.airbnb.com/rooms/53243414,Vacation home in Sumida City ,4.87,,7,
https://www.airbnb.com/rooms/792293607392105392,Home in Koto City ,4.87,,7,
https://www.airbnb.com/rooms/822793718297521711,Home in Shinagawa City ,4.87,,7,
https://www.airbnb.com/rooms/852721103319376169,Home in Itabashi City ,4.87,,7,
https://www.airbnb.com/rooms/13930687,Home in Setagaya-ku ,4.88,,7,
https://www.airbnb.com/rooms/21717550,Home in Shinjuku-ku ,4.88,,7,
https://www.airbnb.com/rooms/43230220,Home in Sumida City ,4.88,,7,
https://www.airbnb.com/rooms/49507234,Aparthotel in Taito City ,4.88,,7,
https://www.airbnb.com/rooms/902033203874670326,Home in Katsushika City ,4.88,,7,
https://www.airbnb.com/rooms/598404527092122982,Home in Katsushika City ,4.89,,7,
https://www.airbnb.com/rooms/996879626343063098,Home in Sumida City ,4.89,,7,
https://www.airbnb.com/rooms/26877744,Home in Taitō ,4.9,,7,
https://www.airbnb.com/rooms/45760534,Home in Shinjuku City ,4.9,,7,
https://www.airbnb.com/rooms/25770574,Home in 葛飾区 ,4.91,,7,
https://www.airbnb.com/rooms/31465901,Villa in Shinjuku-ku ,4.91,,7,
https://www.airbnb.com/rooms/45045124,Hotel in Sumida City ,4.91,,7,
https://www.airbnb.com/rooms/45900877,Home in Ota City ,4.91,,7,
https://www.airbnb.com/rooms/29619102,Home in Nakano-ku ,4.92,,7,
https://www.airbnb.com/rooms/49556593,Home in Sumida City ,4.92,,7,
https://www.airbnb.com/rooms/971476226340325988,Home in Sumida City ,4.92,,7,
https://www.airbnb.com/rooms/985742736296850683,Home in Bunkyo City ,4.92,,7,
https://www.airbnb.com/rooms/32525282,Home in Sumida-ku ,4.93,,7,
https://www.airbnb.com/rooms/43965940,Home in Sumida City ,4.93,,7,
https://www.airbnb.com/rooms/26979300,Home in Ōta-ku ,4.94,,7,
https://www.airbnb.com/rooms/845994905248422560,Rental unit in 文京区 ,4.94,,7,
https://www.airbnb.com/rooms/23929871,Home in Shinjuku ,4.95,,7,
https://www.airbnb.com/rooms/41328350,Rental unit in Koto City ,4.95,,7,
https://www.airbnb.com/rooms/579560609437724307,Home in Toshima City ,4.95,,7,
https://www.airbnb.com/rooms/8447162,Home in Setagaya-ku ,4.96,,7,
https://www.airbnb.com/rooms/826541404639026389,Rental unit in Shinjuku City ,4.96,,7,
https://www.airbnb.com/rooms/44352509,Rental unit in Ota City ,4.97,,7,
https://www.airbnb.com/rooms/804970971899669457,Rental unit in Koto City ,4.97,,7,
https://www.airbnb.com/rooms/32647805,Home in Mitaka ,5,,7,
https://www.airbnb.com/rooms/33407171,Home in Nakano City ,5,,7,
https://www.airbnb.com/rooms/651046731463155796,Home in Adachi City ,5,,7,
https://www.airbnb.com/rooms/833032083277239166,Place to stay in Nakano City ,5,,7,
https://www.airbnb.com/rooms/869198380521373649,Home in Shinjuku City ,5,,7,
https://www.airbnb.com/rooms/902710560072606497,Rental unit in Sumida City ,5,,7,
